Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      2.69     0.00                             std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, bool>::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, bool, true>(std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >&&, bool&&)
  0.00      2.69     0.00                             std::pair<std::_Rb_tree_iterator<std::pair<walker* const, std::__cxx11::list<std::pair<short, short>, std::allocator<std::pair<short, short> > > > >, bool>::pair<std::_Rb_tree_iterator<std::pair<walker* const, std::__cxx11::list<std::pair<short, short>, std::allocator<std::pair<short, short> > > > >, bool, true>(std::_Rb_tree_iterator<std::pair<walker* const, std::__cxx11::list<std::pair<short, short>, std::allocator<std::pair<short, short> > > > >&&, bool&&)
  0.00      2.69     0.00                             std::pair<std::_Rb_tree_iterator<std::pair<int const, guy*> >, bool>::pair<std::_Rb_tree_iterator<std::pair<int const, guy*> >, bool, true>(std::_Rb_tree_iterator<std::pair<int const, guy*> >&&, bool&&)
  0.00      2.69     0.00                             std::pair<std::_Rb_tree_iterator<std::pair<int const, walker*> >, bool>::pair<std::_Rb_tree_iterator<std::pair<int const, walker*> >, bool, true>(std::_Rb_tree_iterator<std::pair<int const, walker*> >&&, bool&&)
  0.00      2.69     0.00                             std::pair<std::_Rb_tree_iterator<int>, bool>::pair<std::_Rb_tree_iterator<int>, bool, true>(std::_Rb_tree_iterator<int>&&, bool&&)
  0.00      2.69     0.00                             std::pair<std::_Rb_tree_const_iterator<SimpleButton*>, bool>::pair<std::_Rb_tree_iterator<SimpleButton*>&, bool&, true>(std::_Rb_tree_iterator<SimpleButton*>&, bool&)
  0.00      2.69     0.00                             std::pair<std::_Rb_tree_const_iterator<int>, bool>::pair<std::_Rb_tree_iterator<int>&, bool&, true>(std::_Rb_tree_iterator<int>&, bool&)
  0.00      2.69     0.00                             std::pair<int, guy*>::pair<int&, guy*&, true>(int&, guy*&)
  0.00      2.69     0.00                             std::pair<int, walker*>::pair<int&, walker*&, true>(int&, walker*&)
  0.00      2.69     0.00                             std::pair<short, short>::pair<short, short, true>(short&&, short&&)
  0.00      2.69     0.00                             std::pair<short, short>::pair<short&, short&, true>(short&, short&)
  0.00      2.69     0.00                             std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&>::tuple(std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&>&&)
  0.00      2.69     0.00                             std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&>::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, true>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00      2.69     0.00                             std::tuple<std::pair<short, short>&&>::tuple(std::tuple<std::pair<short, short>&&>&&)
  0.00      2.69     0.00                             std::tuple<std::pair<short, short>&&>::tuple<std::pair<short, short>, true>(std::pair<short, short>&&)
  0.00      2.69     0.00                             std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::tuple(std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>&&)
  0.00      2.69     0.00                             std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>::tuple<void, true>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      2.69     0.00                             std::tuple<int const&>::tuple(std::tuple<int const&>&&)
  0.00      2.69     0.00                             std::tuple<int const&>::tuple<void, true>(int const&)
  0.00      2.69     0.00                             std::vector<ObjectType, std::allocator<ObjectType> >::_S_max_size(std::allocator<ObjectType> const&)
  0.00      2.69     0.00                             std::vector<ObjectType, std::allocator<ObjectType> >::_S_relocate(ObjectType*, ObjectType*, ObjectType*, std::allocator<ObjectType>&)
  0.00      2.69     0.00                             void std::vector<ObjectType, std::allocator<ObjectType> >::emplace_back<ObjectType>(ObjectType&&)
  0.00      2.69     0.00                             std::vector<ObjectType, std::allocator<ObjectType> >::_S_do_relocate(ObjectType*, ObjectType*, ObjectType*, std::allocator<ObjectType>&, std::integral_constant<bool, true>)
  0.00      2.69     0.00                             std::vector<ObjectType, std::allocator<ObjectType> >::_M_erase_at_end(ObjectType*)
  0.00      2.69     0.00                             std::vector<ObjectType, std::allocator<ObjectType> >::_S_use_relocate()
  0.00      2.69     0.00                             void std::vector<ObjectType, std::allocator<ObjectType> >::_M_realloc_insert<ObjectType>(__gnu_cxx::__normal_iterator<ObjectType*, std::vector<ObjectType, std::allocator<ObjectType> > >, ObjectType&&)
  0.00      2.69     0.00                             std::vector<ObjectType, std::allocator<ObjectType> >::_S_nothrow_relocate(std::integral_constant<bool, true>)
  0.00      2.69     0.00                             std::vector<ObjectType, std::allocator<ObjectType> >::end()
  0.00      2.69     0.00                             std::vector<ObjectType, std::allocator<ObjectType> >::begin()
  0.00      2.69     0.00                             std::vector<ObjectType, std::allocator<ObjectType> >::clear()
  0.00      2.69     0.00                             std::vector<ObjectType, std::allocator<ObjectType> >::push_back(ObjectType&&)
  0.00      2.69     0.00                             std::vector<ObjectType, std::allocator<ObjectType> >::vector()
  0.00      2.69     0.00                             std::vector<ObjectType, std::allocator<ObjectType> >::~vector()
  0.00      2.69     0.00                             std::vector<ObjectType, std::allocator<ObjectType> >::operator[](unsigned long)
  0.00      2.69     0.00                             std::vector<TroopResult, std::allocator<TroopResult> >::_S_max_size(std::allocator<TroopResult> const&)
  0.00      2.69     0.00                             std::vector<TroopResult, std::allocator<TroopResult> >::_S_relocate(TroopResult*, TroopResult*, TroopResult*, std::allocator<TroopResult>&)
  0.00      2.69     0.00                             void std::vector<TroopResult, std::allocator<TroopResult> >::emplace_back<TroopResult>(TroopResult&&)
  0.00      2.69     0.00                             std::vector<TroopResult, std::allocator<TroopResult> >::_S_do_relocate(TroopResult*, TroopResult*, TroopResult*, std::allocator<TroopResult>&, std::integral_constant<bool, true>)
  0.00      2.69     0.00                             std::vector<TroopResult, std::allocator<TroopResult> >::_S_use_relocate()
  0.00      2.69     0.00                             void std::vector<TroopResult, std::allocator<TroopResult> >::_M_realloc_insert<TroopResult>(__gnu_cxx::__normal_iterator<TroopResult*, std::vector<TroopResult, std::allocator<TroopResult> > >, TroopResult&&)
  0.00      2.69     0.00                             std::vector<TroopResult, std::allocator<TroopResult> >::_S_nothrow_relocate(std::integral_constant<bool, true>)
  0.00      2.69     0.00                             std::vector<TroopResult, std::allocator<TroopResult> >::end()
  0.00      2.69     0.00                             std::vector<TroopResult, std::allocator<TroopResult> >::begin()
  0.00      2.69     0.00                             std::vector<TroopResult, std::allocator<TroopResult> >::push_back(TroopResult&&)
  0.00      2.69     0.00                             std::vector<TroopResult, std::allocator<TroopResult> >::vector()
  0.00      2.69     0.00                             std::vector<TroopResult, std::allocator<TroopResult> >::~vector()
  0.00      2.69     0.00                             std::vector<TroopResult, std::allocator<TroopResult> >::operator[](unsigned long)
  0.00      2.69     0.00                             std::vector<SelectionInfo, std::allocator<SelectionInfo> >::_S_max_size(std::allocator<SelectionInfo> const&)
  0.00      2.69     0.00                             std::vector<SelectionInfo, std::allocator<SelectionInfo> >::_S_relocate(SelectionInfo*, SelectionInfo*, SelectionInfo*, std::allocator<SelectionInfo>&)
  0.00      2.69     0.00                             void std::vector<SelectionInfo, std::allocator<SelectionInfo> >::emplace_back<SelectionInfo>(SelectionInfo&&)
  0.00      2.69     0.00                             std::vector<SelectionInfo, std::allocator<SelectionInfo> >::_S_do_relocate(SelectionInfo*, SelectionInfo*, SelectionInfo*, std::allocator<SelectionInfo>&, std::integral_constant<bool, true>)
  0.00      2.69     0.00                             std::vector<SelectionInfo, std::allocator<SelectionInfo> >::_M_erase_at_end(SelectionInfo*)
  0.00      2.69     0.00                             std::vector<SelectionInfo, std::allocator<SelectionInfo> >::_S_use_relocate()
  0.00      2.69     0.00                             void std::vector<SelectionInfo, std::allocator<SelectionInfo> >::_M_realloc_insert<SelectionInfo>(__gnu_cxx::__normal_iterator<SelectionInfo*, std::vector<SelectionInfo, std::allocator<SelectionInfo> > >, SelectionInfo&&)
  0.00      2.69     0.00                             std::vector<SelectionInfo, std::allocator<SelectionInfo> >::_S_nothrow_relocate(std::integral_constant<bool, true>)
  0.00      2.69     0.00                             std::vector<SelectionInfo, std::allocator<SelectionInfo> >::end()
  0.00      2.69     0.00                             std::vector<SelectionInfo, std::allocator<SelectionInfo> >::begin()
  0.00      2.69     0.00                             std::vector<SelectionInfo, std::allocator<SelectionInfo> >::clear()
  0.00      2.69     0.00                             std::vector<SelectionInfo, std::allocator<SelectionInfo> >::erase(__gnu_cxx::__normal_iterator<SelectionInfo const*, std::vector<SelectionInfo, std::allocator<SelectionInfo> > >)
  0.00      2.69     0.00                             std::vector<SelectionInfo, std::allocator<SelectionInfo> >::front()
  0.00      2.69     0.00                             std::vector<SelectionInfo, std::allocator<SelectionInfo> >::_M_erase(__gnu_cxx::__normal_iterator<SelectionInfo*, std::vector<SelectionInfo, std::allocator<SelectionInfo> > >)
  0.00      2.69     0.00                             std::vector<SelectionInfo, std::allocator<SelectionInfo> >::push_back(SelectionInfo&&)
  0.00      2.69     0.00                             std::vector<SelectionInfo, std::allocator<SelectionInfo> >::vector()
  0.00      2.69     0.00                             std::vector<SelectionInfo, std::allocator<SelectionInfo> >::~vector()
  0.00      2.69     0.00                             std::vector<micropather::NodeCost, std::allocator<micropather::NodeCost> >::_S_max_size(std::allocator<micropather::NodeCost> const&)
  0.00      2.69     0.00                             std::vector<micropather::NodeCost, std::allocator<micropather::NodeCost> >::_S_relocate(micropather::NodeCost*, micropather::NodeCost*, micropather::NodeCost*, std::allocator<micropather::NodeCost>&)
  0.00      2.69     0.00                             std::vector<micropather::NodeCost, std::allocator<micropather::NodeCost> >::_S_do_relocate(micropather::NodeCost*, micropather::NodeCost*, micropather::NodeCost*, std::allocator<micropather::NodeCost>&, std::integral_constant<bool, true>)
  0.00      2.69     0.00                             std::vector<micropather::NodeCost, std::allocator<micropather::NodeCost> >::_M_erase_at_end(micropather::NodeCost*)
  0.00      2.69     0.00                             std::vector<micropather::NodeCost, std::allocator<micropather::NodeCost> >::_S_use_relocate()
  0.00      2.69     0.00                             std::vector<micropather::NodeCost, std::allocator<micropather::NodeCost> >::_M_default_append(unsigned long)
  0.00      2.69     0.00                             std::vector<micropather::NodeCost, std::allocator<micropather::NodeCost> >::_S_nothrow_relocate(std::integral_constant<bool, true>)
  0.00      2.69     0.00                             std::vector<micropather::NodeCost, std::allocator<micropather::NodeCost> >::at(unsigned long)
  0.00      2.69     0.00                             std::vector<micropather::NodeCost, std::allocator<micropather::NodeCost> >::resize(unsigned long)
  0.00      2.69     0.00                             std::vector<micropather::NodeCost, std::allocator<micropather::NodeCost> >::vector()
  0.00      2.69     0.00                             std::vector<micropather::NodeCost, std::allocator<micropather::NodeCost> >::~vector()
  0.00      2.69     0.00                             std::vector<micropather::StateCost, std::allocator<micropather::StateCost> >::_S_max_size(std::allocator<micropather::StateCost> const&)
  0.00      2.69     0.00                             std::vector<micropather::StateCost, std::allocator<micropather::StateCost> >::_S_relocate(micropather::StateCost*, micropather::StateCost*, micropather::StateCost*, std::allocator<micropather::StateCost>&)
  0.00      2.69     0.00                             std::vector<micropather::StateCost, std::allocator<micropather::StateCost> >::_S_do_relocate(micropather::StateCost*, micropather::StateCost*, micropather::StateCost*, std::allocator<micropather::StateCost>&, std::integral_constant<bool, true>)
  0.00      2.69     0.00                             std::vector<micropather::StateCost, std::allocator<micropather::StateCost> >::_M_erase_at_end(micropather::StateCost*)
  0.00      2.69     0.00                             std::vector<micropather::StateCost, std::allocator<micropather::StateCost> >::_S_use_relocate()
  0.00      2.69     0.00                             std::vector<micropather::StateCost, std::allocator<micropather::StateCost> >::_M_default_append(unsigned long)
  0.00      2.69     0.00                             void std::vector<micropather::StateCost, std::allocator<micropather::StateCost> >::_M_realloc_insert<micropather::StateCost const&>(__gnu_cxx::__normal_iterator<micropather::StateCost*, std::vector<micropather::StateCost, std::allocator<micropather::StateCost> > >, micropather::StateCost const&)
  0.00      2.69     0.00                             std::vector<micropather::StateCost, std::allocator<micropather::StateCost> >::_S_nothrow_relocate(std::integral_constant<bool, true>)
  0.00      2.69     0.00                             std::vector<micropather::StateCost, std::allocator<micropather::StateCost> >::at(unsigned long)
  0.00      2.69     0.00                             std::vector<micropather::StateCost, std::allocator<micropather::StateCost> >::end()
  0.00      2.69     0.00                             std::vector<micropather::StateCost, std::allocator<micropather::StateCost> >::begin()
  0.00      2.69     0.00                             std::vector<micropather::StateCost, std::allocator<micropather::StateCost> >::clear()
  0.00      2.69     0.00                             std::vector<micropather::StateCost, std::allocator<micropather::StateCost> >::resize(unsigned long)
  0.00      2.69     0.00                             std::vector<micropather::StateCost, std::allocator<micropather::StateCost> >::push_back(micropather::StateCost const&)
  0.00      2.69     0.00                             std::vector<micropather::StateCost, std::allocator<micropather::StateCost> >::vector()
  0.00      2.69     0.00                             std::vector<micropather::StateCost, std::allocator<micropather::StateCost> >::~vector()
  0.00      2.69     0.00                             std::vector<micropather::StateCost, std::allocator<micropather::StateCost> >::operator[](unsigned long)
  0.00      2.69     0.00                             std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_max_size(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&)
  0.00      2.69     0.00                             std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_relocate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&)
  0.00      2.69     0.00                             void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::emplace_back<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00      2.69     0.00                             std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_do_relocate(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::integral_constant<bool, true>)
  0.00      2.69     0.00                             std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_use_relocate()
  0.00      2.69     0.00                             void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00      2.69     0.00                             std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_nothrow_relocate(std::integral_constant<bool, true>)
  0.00      2.69     0.00                             std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::end()
  0.00      2.69     0.00                             std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::begin()
  0.00      2.69     0.00                             std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::push_back(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00      2.69     0.00                             std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector()
  0.00      2.69     0.00                             std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector()
  0.00      2.69     0.00                             std::vector<CampaignEntry*, std::allocator<CampaignEntry*> >::_S_max_size(std::allocator<CampaignEntry*> const&)
  0.00      2.69     0.00                             std::vector<CampaignEntry*, std::allocator<CampaignEntry*> >::_S_relocate(CampaignEntry**, CampaignEntry**, CampaignEntry**, std::allocator<CampaignEntry*>&)
  0.00      2.69     0.00                             void std::vector<CampaignEntry*, std::allocator<CampaignEntry*> >::emplace_back<CampaignEntry*>(CampaignEntry*&&)
  0.00      2.69     0.00                             std::vector<CampaignEntry*, std::allocator<CampaignEntry*> >::_S_do_relocate(CampaignEntry**, CampaignEntry**, CampaignEntry**, std::allocator<CampaignEntry*>&, std::integral_constant<bool, true>)
  0.00      2.69     0.00                             std::vector<CampaignEntry*, std::allocator<CampaignEntry*> >::_M_erase_at_end(CampaignEntry**)
  0.00      2.69     0.00                             std::vector<CampaignEntry*, std::allocator<CampaignEntry*> >::_S_use_relocate()
  0.00      2.69     0.00                             void std::vector<CampaignEntry*, std::allocator<CampaignEntry*> >::_M_realloc_insert<CampaignEntry*>(__gnu_cxx::__normal_iterator<CampaignEntry**, std::vector<CampaignEntry*, std::allocator<CampaignEntry*> > >, CampaignEntry*&&)
  0.00      2.69     0.00                             std::vector<CampaignEntry*, std::allocator<CampaignEntry*> >::_S_nothrow_relocate(std::integral_constant<bool, true>)
  0.00      2.69     0.00                             std::vector<CampaignEntry*, std::allocator<CampaignEntry*> >::end()
  0.00      2.69     0.00                             std::vector<CampaignEntry*, std::allocator<CampaignEntry*> >::begin()
  0.00      2.69     0.00                             std::vector<CampaignEntry*, std::allocator<CampaignEntry*> >::clear()
  0.00      2.69     0.00                             std::vector<CampaignEntry*, std::allocator<CampaignEntry*> >::push_back(CampaignEntry*&&)
  0.00      2.69     0.00                             std::vector<CampaignEntry*, std::allocator<CampaignEntry*> >::vector()
  0.00      2.69     0.00                             std::vector<CampaignEntry*, std::allocator<CampaignEntry*> >::~vector()
  0.00      2.69     0.00                             std::vector<CampaignEntry*, std::allocator<CampaignEntry*> >::operator[](unsigned long)
  0.00      2.69     0.00                             std::vector<void*, std::allocator<void*> >::_S_max_size(std::allocator<void*> const&)
  0.00      2.69     0.00                             std::vector<void*, std::allocator<void*> >::_S_relocate(void**, void**, void**, std::allocator<void*>&)
  0.00      2.69     0.00                             std::vector<void*, std::allocator<void*> >::_S_do_relocate(void**, void**, void**, std::allocator<void*>&, std::integral_constant<bool, true>)
  0.00      2.69     0.00                             std::vector<void*, std::allocator<void*> >::_M_erase_at_end(void**)
  0.00      2.69     0.00                             std::vector<void*, std::allocator<void*> >::_S_use_relocate()
  0.00      2.69     0.00                             std::vector<void*, std::allocator<void*> >::_M_default_append(unsigned long)
  0.00      2.69     0.00                             void std::vector<void*, std::allocator<void*> >::_M_realloc_insert<void* const&>(__gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > >, void* const&)
  0.00      2.69     0.00                             std::vector<void*, std::allocator<void*> >::_S_nothrow_relocate(std::integral_constant<bool, true>)
  0.00      2.69     0.00                             std::vector<void*, std::allocator<void*> >::end()
  0.00      2.69     0.00                             std::vector<void*, std::allocator<void*> >::begin()
  0.00      2.69     0.00                             std::vector<void*, std::allocator<void*> >::clear()
  0.00      2.69     0.00                             std::vector<void*, std::allocator<void*> >::erase(__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >)
  0.00      2.69     0.00                             std::vector<void*, std::allocator<void*> >::resize(unsigned long)
  0.00      2.69     0.00                             std::vector<void*, std::allocator<void*> >::_M_erase(__gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > >)
  0.00      2.69     0.00                             std::vector<void*, std::allocator<void*> >::push_back(void* const&)
  0.00      2.69     0.00                             std::vector<void*, std::allocator<void*> >::vector()
  0.00      2.69     0.00                             std::vector<void*, std::allocator<void*> >::~vector()
  0.00      2.69     0.00                             std::vector<void*, std::allocator<void*> >::operator[](unsigned long)
  0.00      2.69     0.00                             std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&)
  0.00      2.69     0.00                             std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&)
  0.00      2.69     0.00                             void std::vector<int, std::allocator<int> >::emplace_back<int>(int&&)
  0.00      2.69     0.00                             std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>)
  0.00      2.69     0.00                             std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>)
  0.00      2.69     0.00                             std::vector<int, std::allocator<int> >::_S_use_relocate()
  0.00      2.69     0.00                             void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&)
  0.00      2.69     0.00                             void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&)
  0.00      2.69     0.00                             std::vector<int, std::allocator<int> >::_S_nothrow_relocate(std::integral_constant<bool, true>)
  0.00      2.69     0.00                             std::vector<int, std::allocator<int> >::end()
  0.00      2.69     0.00                             std::vector<int, std::allocator<int> >::begin()
  0.00      2.69     0.00                             std::vector<int, std::allocator<int> >::push_back(int&&)
  0.00      2.69     0.00                             std::vector<int, std::allocator<int> >::push_back(int const&)
  0.00      2.69     0.00                             std::vector<int, std::allocator<int> >::vector(std::allocator<int> const&)
  0.00      2.69     0.00                             std::vector<int, std::allocator<int> >::vector()
  0.00      2.69     0.00                             std::vector<int, std::allocator<int> >::~vector()
  0.00      2.69     0.00                             std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> >&&)
  0.00      2.69     0.00                             std::vector<int, std::allocator<int> >::operator[](unsigned long)
  0.00      2.69     0.00                             std::__cxx11::_List_base<command, std::allocator<command> >::_List_impl::_List_impl()
  0.00      2.69     0.00                             std::__cxx11::_List_base<command, std::allocator<command> >::_List_impl::~_List_impl()
  0.00      2.69     0.00                             std::__cxx11::_List_base<command, std::allocator<command> >::_M_dec_size(unsigned long)
  0.00      2.69     0.00                             std::__cxx11::_List_base<command, std::allocator<command> >::_M_get_node()
  0.00      2.69     0.00                             std::__cxx11::_List_base<command, std::allocator<command> >::_M_inc_size(unsigned long)
  0.00      2.69     0.00                             std::__cxx11::_List_base<command, std::allocator<command> >::_M_put_node(std::_List_node<command>*)
  0.00      2.69     0.00                             std::__cxx11::_List_base<command, std::allocator<command> >::_M_get_Node_allocator()
  0.00      2.69     0.00                             std::__cxx11::_List_base<command, std::allocator<command> >::_M_init()
  0.00      2.69     0.00                             std::__cxx11::_List_base<command, std::allocator<command> >::_M_clear()
  0.00      2.69     0.00                             std::__cxx11::_List_base<command, std::allocator<command> >::_List_base()
  0.00      2.69     0.00                             std::__cxx11::_List_base<command, std::allocator<command> >::~_List_base()
  0.00      2.69     0.00                             std::__cxx11::_List_base<Yam::ContainerType, std::allocator<Yam::ContainerType> >::_List_impl::_List_impl()
  0.00      2.69     0.00                             std::__cxx11::_List_base<Yam::ContainerType, std::allocator<Yam::ContainerType> >::_List_impl::~_List_impl()
  0.00      2.69     0.00                             std::__cxx11::_List_base<Yam::ContainerType, std::allocator<Yam::ContainerType> >::_M_dec_size(unsigned long)
  0.00      2.69     0.00                             std::__cxx11::_List_base<Yam::ContainerType, std::allocator<Yam::ContainerType> >::_M_get_node()
  0.00      2.69     0.00                             std::__cxx11::_List_base<Yam::ContainerType, std::allocator<Yam::ContainerType> >::_M_inc_size(unsigned long)
  0.00      2.69     0.00                             std::__cxx11::_List_base<Yam::ContainerType, std::allocator<Yam::ContainerType> >::_M_put_node(std::_List_node<Yam::ContainerType>*)
  0.00      2.69     0.00                             std::__cxx11::_List_base<Yam::ContainerType, std::allocator<Yam::ContainerType> >::_M_get_Node_allocator()
  0.00      2.69     0.00                             std::__cxx11::_List_base<Yam::ContainerType, std::allocator<Yam::ContainerType> >::_M_clear()
  0.00      2.69     0.00                             std::__cxx11::_List_base<Yam::ContainerType, std::allocator<Yam::ContainerType> >::_List_base()
  0.00      2.69     0.00                             std::__cxx11::_List_base<Yam::ContainerType, std::allocator<Yam::ContainerType> >::~_List_base()
  0.00      2.69     0.00                             std::__cxx11::_List_base<walker::DamageNumber, std::allocator<walker::DamageNumber> >::_List_impl::_List_impl()
  0.00      2.69     0.00                             std::__cxx11::_List_base<walker::DamageNumber, std::allocator<walker::DamageNumber> >::_List_impl::~_List_impl()
  0.00      2.69     0.00                             std::__cxx11::_List_base<walker::DamageNumber, std::allocator<walker::DamageNumber> >::_M_dec_size(unsigned long)
  0.00      2.69     0.00                             std::__cxx11::_List_base<walker::DamageNumber, std::allocator<walker::DamageNumber> >::_M_get_node()
  0.00      2.69     0.00                             std::__cxx11::_List_base<walker::DamageNumber, std::allocator<walker::DamageNumber> >::_M_inc_size(unsigned long)
  0.00      2.69     0.00                             std::__cxx11::_List_base<walker::DamageNumber, std::allocator<walker::DamageNumber> >::_M_put_node(std::_List_node<walker::DamageNumber>*)
  0.00      2.69     0.00                             std::__cxx11::_List_base<walker::DamageNumber, std::allocator<walker::DamageNumber> >::_M_get_Node_allocator()
  0.00      2.69     0.00                             std::__cxx11::_List_base<walker::DamageNumber, std::allocator<walker::DamageNumber> >::_M_clear()
  0.00      2.69     0.00                             std::__cxx11::_List_base<walker::DamageNumber, std::allocator<walker::DamageNumber> >::_List_base()
  0.00      2.69     0.00                             std::__cxx11::_List_base<walker::DamageNumber, std::allocator<walker::DamageNumber> >::~_List_base()
  0.00      2.69     0.00                             std::__cxx11::_List_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_List_impl::_List_impl(std::allocator<std::_List_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >&&)
  0.00      2.69     0.00                             std::__cxx11::_List_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_List_impl::_List_impl()
  0.00      2.69     0.00                             std::__cxx11::_List_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_List_impl::~_List_impl()
