Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_List_node<walker::DamageNumber> >::new_allocator()
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_List_node<walker::DamageNumber> >::~new_allocator()
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_List_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::deallocate(std::_List_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*, unsigned long)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_List_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_List_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::allocate(unsigned long, void const*)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_List_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_List_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_List_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::new_allocator()
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_List_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::new_allocator(__gnu_cxx::new_allocator<std::_List_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&)
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_List_node<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~new_allocator()
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_List_node<walker*> >::deallocate(std::_List_node<walker*>*, unsigned long)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_List_node<walker*> >::destroy<walker*>(walker**)
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_List_node<walker*> >::allocate(unsigned long, void const*)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_List_node<walker*> >::construct<walker*, walker* const&>(walker**, walker* const&)
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_List_node<walker*> >::new_allocator(__gnu_cxx::new_allocator<std::_List_node<walker*> > const&)
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_List_node<walker*> >::new_allocator()
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_List_node<walker*> >::~new_allocator()
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_List_node<std::pair<SimpleButton*, std::set<SimpleButton*, std::less<SimpleButton*>, std::allocator<SimpleButton*> > > > >::deallocate(std::_List_node<std::pair<SimpleButton*, std::set<SimpleButton*, std::less<SimpleButton*>, std::allocator<SimpleButton*> > > >*, unsigned long)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_List_node<std::pair<SimpleButton*, std::set<SimpleButton*, std::less<SimpleButton*>, std::allocator<SimpleButton*> > > > >::destroy<std::pair<SimpleButton*, std::set<SimpleButton*, std::less<SimpleButton*>, std::allocator<SimpleButton*> > > >(std::pair<SimpleButton*, std::set<SimpleButton*, std::less<SimpleButton*>, std::allocator<SimpleButton*> > >*)
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_List_node<std::pair<SimpleButton*, std::set<SimpleButton*, std::less<SimpleButton*>, std::allocator<SimpleButton*> > > > >::allocate(unsigned long, void const*)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_List_node<std::pair<SimpleButton*, std::set<SimpleButton*, std::less<SimpleButton*>, std::allocator<SimpleButton*> > > > >::construct<std::pair<SimpleButton*, std::set<SimpleButton*, std::less<SimpleButton*>, std::allocator<SimpleButton*> > >, std::pair<SimpleButton*, std::set<SimpleButton*, std::less<SimpleButton*>, std::allocator<SimpleButton*> > > >(std::pair<SimpleButton*, std::set<SimpleButton*, std::less<SimpleButton*>, std::allocator<SimpleButton*> > >*, std::pair<SimpleButton*, std::set<SimpleButton*, std::less<SimpleButton*>, std::allocator<SimpleButton*> > >&&)
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_List_node<std::pair<SimpleButton*, std::set<SimpleButton*, std::less<SimpleButton*>, std::allocator<SimpleButton*> > > > >::new_allocator()
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_List_node<std::pair<SimpleButton*, std::set<SimpleButton*, std::less<SimpleButton*>, std::allocator<SimpleButton*> > > > >::~new_allocator()
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_List_node<std::pair<short, short> > >::deallocate(std::_List_node<std::pair<short, short> >*, unsigned long)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_List_node<std::pair<short, short> > >::destroy<std::pair<short, short> >(std::pair<short, short>*)
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_List_node<std::pair<short, short> > >::allocate(unsigned long, void const*)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_List_node<std::pair<short, short> > >::construct<std::pair<short, short>, std::pair<short, short> const&>(std::pair<short, short>*, std::pair<short, short> const&)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_List_node<std::pair<short, short> > >::construct<std::pair<short, short>, std::pair<short, short> >(std::pair<short, short>*, std::pair<short, short>&&)
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_List_node<std::pair<short, short> > >::new_allocator(__gnu_cxx::new_allocator<std::_List_node<std::pair<short, short> > > const&)
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_List_node<std::pair<short, short> > >::new_allocator()
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_List_node<std::pair<short, short> > >::~new_allocator()
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned long)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_List_node<int> >::destroy<int>(int*)
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int>(int*, int&&)
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator()
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator()
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_Rb_tree_node<SimpleButton*> >::deallocate(std::_Rb_tree_node<SimpleButton*>*, unsigned long)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_Rb_tree_node<SimpleButton*> >::destroy<SimpleButton*>(SimpleButton**)
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_Rb_tree_node<SimpleButton*> >::allocate(unsigned long, void const*)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_Rb_tree_node<SimpleButton*> >::construct<SimpleButton*, SimpleButton* const&>(SimpleButton**, SimpleButton* const&)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_Rb_tree_node<SimpleButton*> >::construct<SimpleButton*, SimpleButton*>(SimpleButton**, SimpleButton*&&)
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_Rb_tree_node<SimpleButton*> >::new_allocator()
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_Rb_tree_node<SimpleButton*> >::new_allocator(__gnu_cxx::new_allocator<std::_Rb_tree_node<SimpleButton*> > const&)
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_Rb_tree_node<SimpleButton*> >::~new_allocator()
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::deallocate(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*, unsigned long)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::destroy<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*)
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::allocate(unsigned long, void const*)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::construct<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&>, std::tuple<> >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*, std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&>&&, std::tuple<>&&)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::construct<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>, std::tuple<> >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >*, std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>&&, std::tuple<>&&)
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::new_allocator()
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::~new_allocator()
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > > > >::deallocate(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > > >*, unsigned long)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > > > >::destroy<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > > >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >*)
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > > > >::allocate(unsigned long, void const*)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > > > >::construct<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >, std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&>, std::tuple<> >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >*, std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&>&&, std::tuple<>&&)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > > > >::construct<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >, std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>, std::tuple<> >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > >*, std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>&&, std::tuple<>&&)
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > > > >::new_allocator()
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > > > >::~new_allocator()
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::set<int, std::less<int>, std::allocator<int> > > > >::deallocate(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::set<int, std::less<int>, std::allocator<int> > > >*, unsigned long)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::set<int, std::less<int>, std::allocator<int> > > > >::destroy<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::set<int, std::less<int>, std::allocator<int> > > >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::set<int, std::less<int>, std::allocator<int> > >*)
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::set<int, std::less<int>, std::allocator<int> > > > >::allocate(unsigned long, void const*)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::set<int, std::less<int>, std::allocator<int> > > > >::construct<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::set<int, std::less<int>, std::allocator<int> > >, std::pair<char const*, std::set<int, std::less<int>, std::allocator<int> > > >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::set<int, std::less<int>, std::allocator<int> > >*, std::pair<char const*, std::set<int, std::less<int>, std::allocator<int> > >&&)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::set<int, std::less<int>, std::allocator<int> > > > >::construct<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::set<int, std::less<int>, std::allocator<int> > >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::set<int, std::less<int>, std::allocator<int> > > >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::set<int, std::less<int>, std::allocator<int> > >*, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::set<int, std::less<int>, std::allocator<int> > >&&)
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::set<int, std::less<int>, std::allocator<int> > > > >::new_allocator()
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::set<int, std::less<int>, std::allocator<int> > > > >::~new_allocator()
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::deallocate(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >*, unsigned long)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::destroy<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>*)
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::allocate(unsigned long, void const*)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::construct<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&>, std::tuple<> >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>*, std::piecewise_construct_t const&, std::tuple<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&>&&, std::tuple<>&&)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::construct<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::pair<char const*, int> >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>*, std::pair<char const*, int>&&)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::construct<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, short> >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>*, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, short>&&)
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::new_allocator()
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::~new_allocator()
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<walker* const, std::__cxx11::list<std::pair<short, short>, std::allocator<std::pair<short, short> > > > > >::deallocate(std::_Rb_tree_node<std::pair<walker* const, std::__cxx11::list<std::pair<short, short>, std::allocator<std::pair<short, short> > > > >*, unsigned long)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<walker* const, std::__cxx11::list<std::pair<short, short>, std::allocator<std::pair<short, short> > > > > >::destroy<std::pair<walker* const, std::__cxx11::list<std::pair<short, short>, std::allocator<std::pair<short, short> > > > >(std::pair<walker* const, std::__cxx11::list<std::pair<short, short>, std::allocator<std::pair<short, short> > > >*)
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<walker* const, std::__cxx11::list<std::pair<short, short>, std::allocator<std::pair<short, short> > > > > >::allocate(unsigned long, void const*)
  0.00      2.69     0.00                             void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<walker* const, std::__cxx11::list<std::pair<short, short>, std::allocator<std::pair<short, short> > > > > >::construct<std::pair<walker* const, std::__cxx11::list<std::pair<short, short>, std::allocator<std::pair<short, short> > > >, std::pair<walker*, std::__cxx11::list<std::pair<short, short>, std::allocator<std::pair<short, short> > > > >(std::pair<walker* const, std::__cxx11::list<std::pair<short, short>, std::allocator<std::pair<short, short> > > >*, std::pair<walker*, std::__cxx11::list<std::pair<short, short>, std::allocator<std::pair<short, short> > > >&&)
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<walker* const, std::__cxx11::list<std::pair<short, short>, std::allocator<std::pair<short, short> > > > > >::new_allocator()
  0.00      2.69     0.00                             __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<walker* const, std::__cxx11::list<std::pair<short, short>, std::allocator<std::pair<short, short> > > > > >::~new_allocator()
